Id,Name,Description,Category,Density,ECI_A1A3
2075,Carpet : Polyethylterepthalate (PET),TBC DENSITY VALUE BASED ON 20mm FINISHES.  / Includes feedstock energy,Carpet,75,5.56
2076,Carpet : Polypropylene,"TBC DENSITY VALUE BASED ON 20mm FINISHES.  / Includes feedstock energy, for per square meter see material profile",Carpet,75,4.98
2077,Carpet : Polyurethane,TBC DENSITY VALUE BASED ON 20mm FINISHES.  / Includes feedstock energy,Carpet,75,3.76
2078,Carpet : Rubber,TBC DENSITY VALUE BASED ON 20mm FINISHES.  / ,Carpet,75,3.61
2079,Carpet : Saturated Felt Underlay (impregnated with Asphalt or tar),TBC DENSITY VALUE BASED ON 20mm FINISHES.  / Ref. 94.,Carpet,75,1.65
2080,Carpet : Wool ,"TBC DENSITY VALUE BASED ON 20mm FINISHES.  / For per square meter see material profile. See Refs. 63, 201, 202 & 281 (Same author).",Carpet,75,5.53
2081,Cement : General (UK average),"Mixture taken from average UK sector cement EPD.  86.1% clinker, 0.04% ggbs,  3.4% fly ash,  4.8% gypsum,  5.1% limestone, 0.56% MACs. By weight.",Cement,1500,0.8321104
2082,"Cement : Average CEM I, Ordinary Portland Cement (OPC)","This is a standard cement with no cementitious additions (i.e. fly ash or blast furnace slag). Composition 94% clinker, 5% gypsum, 1% minor additional constituents (mac's).",Cement,1500,0.912
2083,Cement : CEM II-A-S - 13% GGBs,This cement permits between 6-20% ggbs,Cement,1500,0.80284224
2084,Cement : CEM II/B-S - 28% GGBs,This cement permits between 21-35% ggbs,Cement,1500,0.67162944
2085,Cement : CEM II/A-P - 13% natural pozzolanic ash,This cement permits between 6-20% natural pozzolanic ash,Cement,1500,0.797979447
2086,Cement : CEM II/B-P 28% natural pozzolanic ash,This cement permits between 21-35% natural pozzolanic ash,Cement,1500,0.661155732
2087,Cement : CEM II - Portland-fly ash cement,0,Cement,0,0
2088,Cement : CEM II/B-V - 28% fly ash siliceous,This cement permits between 21-35% siliceous fly ash,Cement,1500,0.6610488
2089,Cement : CEM II/A-W - 13% fly ash calcareous,This cement permits between 6-20% calcareous fly ash,Cement,1500,0.7979298
2090,Cement : CEM II/B-W - 28% fly ash calcareous,This cement permits between 21-35% calcareous fly ash,Cement,1500,0.6610488
2091,Cement : CEM II/A-L - 13% limestone,This cement permits between 6-20% limestone,Cement,1500,0.799467551
2092,Cement : CEM II/B-L- 28% limestone,This cement permits between 21-35% limestone,Cement,1500,0.664360878
2093,Cement : CEM II/A-LL - 13% limestone,This cement permits between 6-20% limestone,Cement,1500,0.799467551
2094,Cement : CEM II/B-LL - 28% limestone,This cement permits between 21-35% limestone,Cement,1500,0.664360878
2095,Cement : CEM II/A-M - 16% cement replacement,This cement permits between 12-20% cement replacements,Cement,1500,0.77357664
2096,Cement : CEM II/B-M - 28% cement replacement,This cement permits between 21-35% cement replacements,Cement,1500,0.66633912
2097,Cement : CEM III/A - 50.5% GGBS,This cement permits between 36-65% ggbs,Cement,1500,0.47481024
2098,Cement : CEM III/B - 73% GGBS,This cement permits between 66-80% ggbs,Cement,1500,0.27799104
2099,Cement : CEM III/C - 88% GGBS,This cement permits between 81-95% ggbs,Cement,1500,0.14677824
2100,Cement : CEM IV/A - 23% cement replacement,"This cement permits between 11-35% pozzolanic materials, e.g. fly ash, pozzolanic ash.",Cement,1500,0.7066758
2101,Cement : CEM IV/B - 46% cement replacement,"This cement permits between 38-55% pozzolanic materials, e.g. fly ash, pozzolanic ash.",Cement,1500,0.5013543
2102,Cement : CEM V/A - 24% GGBS and 24% cement replacement,This cement permits between 18-30% ggbs and 18-30% pozzolanic materials. ,Cement,1500,0.488666376
2103,Cement : CEM V/B - 36% GGBS and 36% cement replacement,This cement permits between 31-49% ggbs and 31-49% pozzolanic materials. ,Cement,1500,0.283634015
2104,Mortar and Screed - CEM I : Mortar (1:3 cement:sand mix),Modelled with CEM I,Cement,1500,0.200194065
2105,Mortar and Screed - CEM I : Mortar (1:4),Modelled with CEM I,Cement,1500,0.163220624
2106,Mortar and Screed - CEM I : Mortar (1:5),Modelled with CEM I,Cement,1500,0.138150101
2107,Mortar and Screed - CEM I : Mortar (1:6),Modelled with CEM I,Cement,1500,0.120031542
2108,Mortar and Screed - CEM I : Mortar (1:½:4½ Cement:Lime:Sand mix),Modelled with CEM I,Cement,1500,0.169327583
2109,Mortar and Screed - CEM I : Mortar (1:1:6 Cement:Lime:Sand mix),Modelled with CEM I,Cement,1500,0.152048505
2110,Mortar and Screed - CEM I : Mortar (1:2:9 Cement:Lime:Sand mix),Modelled with CEM I,Cement,1500,0.133334487
2111,Mortar and Screed - Average UK Cement Mix : Mortar (1:3 cement:sand mix),Uses the General UK Average cement mixture.,Cement,1500,0.183125664
2112,Mortar and Screed - Average UK Cement Mix : Mortar (1:4),0,Cement,1500,0.149426736
2113,Mortar and Screed - Average UK Cement Mix : Mortar (1:5),0,Cement,1500,0.126576557
2114,Mortar and Screed - Average UK Cement Mix : Mortar (1:6),0,Cement,1500,0.11006265
2115,Mortar and Screed - Average UK Cement Mix : Mortar (1:½:4½ Cement:Lime:Sand mix),0,Cement,1500,0.157076142
2116,Mortar and Screed - Average UK Cement Mix : Mortar (1:1:6 Cement:Lime:Sand mix),0,Cement,1500,0.142493603
2117,Mortar and Screed - Average UK Cement Mix : Mortar (1:2:9 Cement:Lime:Sand mix),0,Cement,1500,0.126700056
2118,Admixtures : General concrete admixtures – Average of data collected,Average from EPDs collected for admixtures,Cement,1500,1.666166667
2119,"Admixtures : Concrete admixtures – Air entrainers, Europe","European EPD, from European Federation of Concrete Admixtures Associations Ltd. (EFCA). Density of 1-1.6 kg/l in accordance with the IBU PCR 07.2014 Part B for concrete admixtures",Cement,1500,0.527
2120,Admixtures : Concrete admixtures – Hardening Accelerators,0,Cement,1500,2.28
2121,Admixtures : Concrete admixtures – Plasticisers and Superplasticisers,0,Cement,1500,1.88
2122,Admixtures : Concrete admixtures – Retarders,0,Cement,1500,1.31
2123,Admixtures : Concrete admixtures – Set Accelerators,0,Cement,1500,1.33
2124,Admixtures : Concrete admixtures – Water Resisting Admixtures,0,Cement,1500,2.67
2125,Ceramics : General,"Very large data range, difficult to select values for general ceramics.  ",Ceramics,2500,0.7
2126,Ceramics : Fittings,Ref. 1.,Ceramics,2500,1.14
2127,Ceramics : Sanitary Products,Limited data.,Ceramics,2500,1.61
2128,Ceramics : Tiles and Cladding Panels,"Difficult to select, large range, limited data. See Ref. 292.",Ceramics,2500,0.78
2129,Clay : General (Simple Baked Products),General simple baked clay products (inc. terracotta and bricks),Ceramics,1800,0.24
2130,Clay : Tile,0,Ceramics,1900,0.48
2131,Clay : Vitrified clay pipe DN 100 & DN 150,0,Ceramics,1800,0.46
2132,Clay : Vitrified clay pipe DN 200 & DN 300,0,Ceramics,1800,0.5
2133,Clay : Vitrified clay pipe DN 500,0,Ceramics,1800,0.55
2134,Concrete : General,"It is strongly recommended to avoid selecting a 'general' value for concrete. Selecting data for a specific cement content in the concrete type will give much greater accuracy.  Data from EPD-RMC-20180095-CBG1-EN, for average UK concrete, produced by the British Ready-Mixed Concrete Association (BRMCA) part of the Mineral Products Association (MPA). Concrete mixture is 200kg CEM I, 95 kg ggbs, 15 kg fly ash, 1915kg aggregate, 139 kg water and 1.55 kg admixture.  ",Concrete,2400,0.103361345
2135,Concrete : GEN 0 (6/8 MPa),Assumed 150 kg cementitious content per m3 concrete.,Concrete,2400,0.065413856
2136,Concrete : GEN 1 (8/10 MPa),Assumed 220 kg cementitious content per m3 concrete.,Concrete,2400,0.089870082
2137,Concrete : GEN 2 (12/15 MPa),Assumed 240 kg cementitious content per m3 concrete.,Concrete,2400,0.097099819
2138,Concrete : GEN 3 (16/20 MPa),Assumed 260 kg cementitious content per m3 concrete.,Concrete,2400,0.104183166
2139,Concrete : 20/25 MPa,Assumed 285 kg cementitious content per m3 concrete.,Concrete,2400,0.112022811
2140,Concrete : 25/30 MPa,Assumed 305 kg cementitious content per m3 concrete.,Concrete,2400,0.119017286
2141,Concrete : 28/35 MPa,Assumed 325 kg cementitious content per m3 concrete.,Concrete,2400,0.126021336
2142,Concrete : 32/40 MPa,Assumed 360 kg cementitious content per m3 concrete.,Concrete,2400,0.138244351
2143,Concrete : 35/45 MPa,Assumed 390 kg cementitious content per m3 concrete.,Concrete,2400,0.148699729
2144,Concrete : 40/50 Mpa,Assumed 420 kg cementitious content per m3 concrete.,Concrete,2400,0.159124859
2145,Concrete : PAV1,Assumed 325 kg cementitious content per m3 concrete.,Concrete,2400,0.126018557
2146,Concrete : PAV2,Assumed 360 kg cementitious content per m3 concrete.,Concrete,2400,0.138248429
2147,Concrete-With CEM I : GEN 0 (6/8 MPa),"Assumed 150 kg cementitious content per m3 concrete. Compressive strength designation C6/8 Mpa.  28 day compressive strength under British cube method of 8 MPa, under European cylinder method 6 MPa. Possible uses: Kerb bedding and backing. Data is only cradle to factory gate.",Concrete,2400,0.070437227
2148,Concrete-With CEM I : GEN 1 (8/10 MPa),"Assumed 220 kg cementitious content per m3 concrete.Possible uses: mass concrete, mass fill, mass foundations, trench foundations, blinding, strip footing.",Concrete,2400,0.097192891
2149,Concrete-With CEM I : GEN 2 (12/15 MPa),Assumed 240 kg cementitious content per m3 concrete.,Concrete,2400,0.104959551
2150,Concrete-With CEM I : GEN 3 (16/20 MPa),Assumed 260 kg cementitious content per m3 concrete. Possible uses: garage floors.,Concrete,2400,0.112663883
2151,Concrete-With CEM I : RC 20/25 (20/25 MPa),Assumed 285 kg cementitious content per m3 concrete.,Concrete,2400,0.120928209
2152,Concrete-With CEM I : RC 25/30 (25/30 MPa),Assumed 305 kg cementitious content per m3 concrete. Possible uses: reinforced foundations.,Concrete,2400,0.128571933
2153,Concrete-With CEM I : RC 28/35 (28/35 MPa),"Assumed 325 kg cementitious content per m3 concrete. Possible uses: reinforced foundations, ground floors.",Concrete,2400,0.136185061
